Label,Country,Genre,Release_Date,Style,fpress,spress,tpress,original,rare,dgroove,sealed,promo,xnotes,price,artist,album,reclabel,recyear,rating,votes,haves,wants,sleeve_cond_abbr,media_cond_abbr,seller_rating,media_cond_num,sleeve_cond_num
"Prestige – 7129, Prestige – PRLP 7129",US,Jazz,1958,Hard Bop,0,0,0,0,0,0,0,0,0,100.0,The Miles Davis Quintet , Relaxin' With The Miles Davis Quintet,Prestige ,58,4.72,72.0,530.0,434.0,VG,VG,1.0,5,5
Argo (6) – LP 623,US,Jazz,1958,Hard Bop,0,0,0,0,0,0,0,0,0,100.0,Max Roach Quintette* , Max,Argo (6) ,58,4.42,12.0,126.0,121.0,VG,VG+,1.0,6,5
Prestige – PRLP 7038,US,Jazz,1956,Hard Bop,1,0,0,0,0,1,0,0,1,100.0,Sonny Rollins , Plus 4,Prestige ,56,4.59,29.0,137.0,278.0,VG,G+,1.0,4,5
Blue Note – NP-2008,Japan,Jazz,1968,Hard Bop,0,0,0,0,0,0,0,0,0,100.0,Sonny Clark ," Blue Minor, Pt. 1 / Blue Minor, Pt. 2",Blue Note ,68,0.0,0.0,4.0,15.0,VG,VG,1.0,5,5
Columbia – CL 1606,US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,100.0,The J.J. Johnson Sextet , J.J. Inc.,Columbia ,61,4.33,12.0,84.0,48.0,VG,VG+,0.997,6,5
Atlantic – 1361,US,Jazz,1962,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,100.0,John Coltrane , My Favorite Things,Atlantic ,62,4.47,17.0,168.0,368.0,VG+,VG+,1.0,6,6
Riverside Records – RLP 9344,US,Jazz,1960,"Soul-Jazz, Bop, Hard Bop",0,0,0,0,0,0,0,0,0,100.0,The Cannonball Adderley Quintet , At The Lighthouse,Riverside Records ,60,4.23,26.0,223.0,72.0,G+,VG,0.997,5,4
"Status Records (2) – ST 8311, Status Records (2) – 8311",US,Jazz,1965,Hard Bop,1,1,0,1,0,0,0,0,1,100.0,Hank Mobley / Donald Byrd / Jackie McLean / Barry Harris (2) , 52nd St. Theme,Status Records (2) ,65,4.57,7.0,56.0,138.0,NM or M-,NM or M-,0.998,7,7
"Prestige – PR 7232, Prestige – PRLP 7232",US,"Jazz, Funk / Soul",1962,"Bop, Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,100.0,Willis Jackson , Thunderbird,Prestige ,62,4.2,5.0,90.0,47.0,VG,NM or M-,0.997,7,5
"Prestige – 7093, Prestige – LP 7093, Prestige – PRLP 7093",US,Jazz,1957,"Bop, Hard Bop",1,0,0,0,0,0,0,0,1,100.0,Billy Taylor Trio , At Town Hall,Prestige ,57,4.4,5.0,69.0,29.0,M,M,0.973,8,8
"Riverside Records – RLP 9400, Riverside Records – RLP 400",US,Jazz,1962,"Hard Bop, Modal",0,0,0,1,1,0,1,1,1,100.0,Jimmy Heath , Triple Threat,Riverside Records ,62,4.46,13.0,88.0,112.0,VG,VG+,1.0,6,5
"Blue Note – BST 84199, Blue Note – ST-84199, Blue Note – 84199",US,Jazz,Dec 1965,Hard Bop,1,0,0,1,0,0,0,0,1,100.0,Lee Morgan , The Rumproller,Blue Note ,65,4.72,36.0,325.0,271.0,VG+,VG,0.998,5,6
"Impulse! – A-77, ABC Records – AS-77",US,Jazz,1968,"Hard Bop, Modal, Avant-garde Jazz",0,0,0,0,0,0,0,0,0,100.0,John Coltrane , A Love Supreme,Impulse! ,68,4.69,42.0,383.0,712.0,VG+,NM or M-,1.0,7,6
Blue Note – BLP 1539,US,Jazz,Nov 1956,Hard Bop,1,0,1,1,0,1,0,0,1,100.0,Horace Silver Quintet* , 6 Pieces Of Silver,Blue Note ,56,4.31,35.0,257.0,370.0,G,G,0.9890000000000001,3,3
Prestige – PR 7386,US,Jazz,1965,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,100.0,Booker Ervin , The Space Book,Prestige ,65,4.64,22.0,115.0,206.0,VG+,VG,1.0,5,6
Stereo Records (4) – S7017,US,Jazz,1958,Hard Bop,1,0,0,0,0,0,0,0,1,100.0,Sonny Rollins , Way Out West,Stereo Records (4) ,58,4.75,16.0,80.0,241.0,G,G+,0.995,4,3
"Atlantic – SD-1311, Atlantic – SD 1311",US,Jazz,1965,Hard Bop,0,0,0,0,0,0,0,0,0,100.0,John Coltrane , Giant Steps,Atlantic ,65,5.0,1.0,11.0,118.0,VG+,NM or M-,0.9990000000000001,7,6
Blue Note – BLP 4132,US,Jazz,1963,"Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,100.0,Grant Green , Feelin' The Spirit,Blue Note ,63,4.46,13.0,132.0,391.0,VG,G,0.992,3,5
Blue Note – BLP 4250,US,Jazz,1967,"Soul-Jazz, Hard Bop",1,0,0,1,0,0,0,0,1,100.0,Horace Silver Quintet* / Sextet* , The Jody Grind,Blue Note ,67,4.42,52.0,381.0,231.0,VG,NM or M-,1.0,7,5
Blue Note – BLP 84026,US,Jazz,1966,Hard Bop,0,0,0,0,0,0,0,0,0,100.0,Donald Byrd , Fuego,Blue Note ,66,5.0,2.0,7.0,45.0,VG+,VG+,1.0,6,6
Blue Note – BST 84339,US,Jazz,1970,"Post Bop, Hard Bop, Modal",0,0,0,0,0,0,0,0,0,100.0,Kenny Cox And The Contemporary Jazz Quintet (2) , Multidirection,Blue Note ,70,4.35,20.0,138.0,194.0,M,M,0.966,8,8
Impulse! – A-10,US,Jazz,1963,"Modal, Hard Bop",0,0,0,0,0,0,0,0,0,100.0,Coltrane* ," ""Live"" At The Village Vanguard",Impulse! ,63,4.61,31.0,231.0,233.0,VG+,VG+,0.998,6,6
Blue Note – BST 84178,US,Jazz,May 1965,Hard Bop,1,0,0,1,0,1,0,0,1,100.0,Blue Mitchell , The Thing To Do,Blue Note ,65,4.55,22.0,123.0,223.0,VG,VG,0.9990000000000001,5,5
Columbia – CL 1370,US,Jazz,1959,"Hard Bop, Bop",1,0,0,1,0,0,0,0,1,100.0,Charles Mingus , Mingus Ah Um,Columbia ,59,4.0,2.0,17.0,260.0,G+,VG,1.0,5,4
Impulse! – A-32,US,Jazz,1965,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,100.0,John Coltrane Quartet* , Ballads,Impulse! ,65,4.62,47.0,424.0,268.0,VG+,VG,1.0,5,6
Prestige – PRLP 7280,US,Jazz,1963,Hard Bop,0,1,0,0,0,0,0,0,1,100.0,John Coltrane , Dakar,Prestige ,63,4.75,4.0,23.0,86.0,VG+,VG+,0.9990000000000001,6,6
Riverside Records – RLP 419,US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,1,1,98.52,Tadd Dameron And His Orchestra , The Magic Touch,Riverside Records ,62,5.0,1.0,6.0,14.0,VG,VG+,0.99,6,5
"Savoy Records – MG-12017, Savoy Records – MG 12017",US,Jazz,1955,Hard Bop,1,0,0,0,0,1,0,0,1,99.0,"Julian ""Cannonball"" Adderley* With Horace Silver, Paul Chambers (3), Donald Byrd, Nat Adderley, Jerome Richardson, Kenny Clarke ", Bohemia After Dark,Savoy Records ,55,4.44,9.0,63.0,288.0,VG,VG,0.972,5,5
Blue Note – BST 84329,US,Jazz,1970,Hard Bop,0,0,0,0,0,0,0,0,0,99.99,Hank Mobley , The Flip,Blue Note ,70,4.3,30.0,319.0,167.0,M,M,0.995,8,8
Blue Note – BLP 1589,US,Jazz,Mar 1958,Hard Bop,1,0,1,1,0,1,0,0,1,99.0,The Horace Silver Quintet , Further Explorations,Blue Note ,58,4.39,41.0,253.0,245.0,VG,VG+,1.0,6,5
"Jazz Workshop – JWS 001, Jazz Workshop – JWS 002",US,Jazz,1968,"Hard Bop, Post Bop",0,0,0,0,1,0,0,0,1,99.99,Charles Mingus , Mingus At Monterey,Jazz Workshop ,68,4.14,21.0,217.0,59.0,NM or M-,NM or M-,1.0,7,7
Blue Note – BLP 1595,US,Jazz,1959,"Bop, Hard Bop",1,0,1,0,0,0,0,1,1,96.29,Cannonball Adderley , Somethin' Else,Blue Note ,59,4.92,12.0,99.0,390.0,VG,G+,0.9990000000000001,4,5
Impulse! – A-71,US,Jazz,Jan 1965,"Free Jazz, Hard Bop",0,0,0,0,0,0,0,0,0,99.0,Archie Shepp , Four For Trane,Impulse! ,65,4.0,11.0,92.0,164.0,G,VG,1.0,5,3
"Prestige – PRLP 7094, Prestige – Prestige 7094",US,Jazz,1958,Hard Bop,0,1,0,0,0,0,0,0,1,95.98,The Miles Davis Quintet , Cookin' With The Miles Davis Quintet,Prestige ,58,4.82,34.0,315.0,259.0,P,G+,1.0,4,1
Blue Note – BST 84214,US,Jazz,1965,Hard Bop,1,0,0,0,0,0,0,0,1,99.99,The Blue Mitchell Quintet , Down With It,Blue Note ,65,4.47,17.0,108.0,142.0,VG+,VG,1.0,5,6
"Prestige – PR 7512, Prestige – PRST 7512",US,Jazz,1967,"Hard Bop, Cool Jazz",0,0,0,0,0,0,0,0,0,99.0,The Chet Baker Quintet , Boppin' With The Chet Baker Quintet,Prestige ,67,3.5,10.0,55.0,72.0,NM or M-,VG+,0.9990000000000001,6,7
Revelation Records (3) – REV-10,US,Jazz,1969,"Hard Bop, Modal, Post Bop",0,0,0,0,0,0,0,0,0,99.98,Frank Strazzeri , That's Him & This Is New,Revelation Records (3) ,69,4.0,2.0,17.0,46.0,NM or M-,VG+,0.995,6,7
Blue Note – BLP 4158,US,Jazz,1963,Hard Bop,0,0,0,0,0,0,0,0,0,99.99,Freddie Roach , Good Move,Blue Note ,63,4.19,16.0,121.0,178.0,VG,VG+,1.0,6,5
Riverside Records – RLP 12-279,US,Jazz,1958,"Bop, Hard Bop",0,0,0,0,0,1,0,0,1,99.95,Thelonious Monk Quartet* , Misterioso,Riverside Records ,58,4.45,44.0,386.0,319.0,G,G,0.995,3,3
Blue Note – BLP 4220,US,Jazz,1968,"Hard Bop, Post Bop, Latin Jazz",1,0,0,0,0,0,0,0,1,99.99,The Horace Silver Quintet Plus J.J. Johnson , The Cape Verdean Blues,Blue Note ,68,5.0,4.0,36.0,79.0,NM or M-,NM or M-,1.0,7,7
Columbia – CS 8456,US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,95.99,Miles Davis Sextet* , Someday My Prince Will Come,Columbia ,61,4.42,57.0,655.0,268.0,VG+,VG+,0.975,6,6
Blue Note – BST 84110,US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,99.99,The Horace Silver Quintet , The Tokyo Blues,Blue Note ,62,4.64,25.0,252.0,207.0,VG+,VG+,1.0,6,6
"Argo (6) – LP 711, Argo Jazz – LP 711",US,Jazz,1963,Hard Bop,0,0,0,1,1,0,1,1,1,99.0,Al Grey With Billy Mitchell , Night Song,Argo (6) ,63,4.25,8.0,50.0,37.0,VG+,NM or M-,1.0,7,6
CBS – SL-1223~4C,Japan,Jazz,Sep 1966,"Cool Jazz, Modal, Hard Bop",0,0,0,1,1,0,1,1,1,99.99,Miles Davis , Mode Study,CBS ,66,4.75,4.0,10.0,9.0,NM or M-,NM or M-,1.0,7,7
"New Jazz – NJ 8256, New Jazz – NJLP 8256",US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,99.99,Jaki Byard , Here's Jaki,New Jazz ,61,4.5,6.0,49.0,103.0,G+,VG,0.9990000000000001,5,4
Blue Note – BLP 4228,US,Jazz,1966,Hard Bop,0,0,0,0,0,0,0,0,0,99.99,Blue Mitchell , Bring It Home To Me,Blue Note ,66,4.65,20.0,125.0,138.0,VG+,VG+,1.0,6,6
Atlantic – 1278,US,Jazz,1966,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,99.99,Art Blakey's Jazz Messengers* With Thelonious Monk , Art Blakey's Jazz Messengers With Thelonious Monk,Atlantic ,66,5.0,2.0,9.0,41.0,VG,VG+,0.99,6,5
Blue Note – BLP 4257,US,Jazz,1967,Hard Bop,0,0,0,0,0,0,0,0,0,99.99,Blue Mitchell , Boss Horn,Blue Note ,67,3.86,7.0,54.0,126.0,VG,VG,1.0,5,5
Columbia – CL 2164,US,Jazz,1964,Hard Bop,0,0,0,0,0,0,0,0,0,99.99,Thelonious Monk , Big Band And Quartet In Concert,Columbia ,64,4.5,4.0,51.0,37.0,VG+,VG+,1.0,6,6
"Blue Note – BST 84171, Blue Note – ST-84171",US,Jazz,Jan 1967,"Hard Bop, Soul-Jazz",1,0,0,0,0,0,0,0,1,99.95,George Braith , Extension,Blue Note ,67,4.5,18.0,95.0,129.0,VG+,VG+,0.995,6,6
Prestige – PRST 7684,US,Jazz,1969,"Hard Bop, Post Bop",0,0,0,1,0,0,0,0,1,99.99,Lee Konitz / Pony Poindexter / Phil Woods / Leo Wright , Alto Summit,Prestige ,69,3.0,2.0,33.0,25.0,NM or M-,M,1.0,8,7
Blue Note – BST 84055,US,Jazz,May 1962,Hard Bop,1,0,1,1,0,1,0,0,1,99.98,Art Blakey & The Jazz Messengers , Meet You At The Jazz Corner Of The World (Volume 2),Blue Note ,62,4.15,13.0,74.0,98.0,VG+,VG+,1.0,6,6
Prestige – PRLP 7047,US,Jazz,1958,"Bop, Hard Bop",0,0,0,0,0,1,0,0,1,99.99,Sonny Rollins Quartet , Tenor Madness,Prestige ,58,4.8,10.0,72.0,113.0,G+,G+,1.0,4,4
"Impulse! – AS-9111, Impulse! – A-9111",US,"Jazz, Stage & Screen",1966,"Hard Bop, Theme, Score",0,0,0,0,0,0,0,0,0,99.99,Sonny Rollins With Orchestra Conducted By Oliver Nelson ," Original Music From The Score ""Alfie""",Impulse! ,66,4.44,16.0,143.0,113.0,VG+,VG+,1.0,6,6
Swing (3) – M. 33.321,France,Jazz,1954,"Hard Bop, Bop",0,0,0,1,1,0,1,1,1,99.0,Henri Renaud All Stars* , Henri Renaud All Stars Vol. 2,Swing (3) ,54,4.5,2.0,6.0,19.0,VG,VG,1.0,5,5
Atlantic – 1361,US,Jazz,1961,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,99.0,John Coltrane , My Favorite Things,Atlantic ,61,4.6,121.0,844.0,1119.0,VG+,VG,0.9840000000000001,5,6
Columbia – CL 1370,US,Jazz,1959,"Hard Bop, Bop",0,0,0,0,0,0,0,0,0,96.0,Charles Mingus , Mingus Ah Um,Columbia ,59,4.69,120.0,792.0,1972.0,G+,VG,0.915,5,4
Columbia – CL 1965,US,Jazz,1963,Hard Bop,0,0,0,1,0,0,0,0,1,96.0,The Thelonious Monk Quartet , Monk's Dream,Columbia ,63,4.54,130.0,1317.0,888.0,VG,VG+,0.961,6,5
Prestige – 7158,US,Jazz,1959,Hard Bop,0,0,0,1,0,1,0,0,1,99.0,John Coltrane And Paul Quinichette , Cattin' With Coltrane And Quinichette,Prestige ,59,4.29,21.0,159.0,224.0,VG,VG,1.0,5,5
"Prestige – PR 7386, Prestige – PRST 7386",US,Jazz,1965,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,99.0,Booker Ervin , The Space Book,Prestige ,65,4.6,10.0,87.0,147.0,VG,VG,1.0,5,5
"Jubilee – 1093, Jubilee – JLP 1093",US,Jazz,1959,Hard Bop,0,0,0,0,0,0,0,0,0,99.99,Jackie McLean Sextet , Fat Jazz,Jubilee ,59,0.0,0.0,9.0,26.0,G+,VG,0.998,5,4
Blue Note – BLP 1001,US,Jazz,1964,"Bop, Hard Bop",1,0,0,0,0,0,0,0,1,99.99,Various , 25 Years Blue Note Anniversary Album,Blue Note ,64,4.6,10.0,147.0,38.0,VG,VG+,0.983,6,5
Polskie Nagrania Muza – L 0397,Poland,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,99.0,Jørgen Leth Quintet / Igor Čaplinski , Jazz Jamboree 1962 Vol.4,Polskie Nagrania Muza ,62,5.0,3.0,25.0,63.0,VG,VG+,0.9990000000000001,6,5
United States Marine Corps – none,US,"Jazz, Non-Music",1967,"Bop, Vocal, Hard Bop, Post Bop, Public Service Announcement",0,1,0,1,0,0,0,0,1,99.99,Various , Jazz On The Potomac (13 Fifteen Minute Shows) Volume VI,United States Marine Corps ,67,1.0,1.0,7.0,16.0,VG,NM or M-,0.996,7,5
Blue Note – BLP 4010,US,Jazz,1959,Hard Bop,0,0,1,0,0,1,0,0,1,99.95,Bennie Green , Walkin' And Talkin',Blue Note ,59,4.69,13.0,86.0,189.0,G+,G,0.9990000000000001,3,4
"Blue Note – BST 84199, Blue Note – ST-84199, Blue Note – 84199",US,Jazz,1966,Hard Bop,1,0,0,1,0,0,0,0,1,95.95,Lee Morgan , The Rumproller,Blue Note ,66,5.0,2.0,27.0,64.0,VG+,NM or M-,0.995,7,6
"Atlantic – SD 1435, Atlantic – 1435",US,Jazz,1965,Hard Bop,1,1,0,0,0,0,0,0,1,99.99,The Max Roach Trio Featuring The Legendary Hasaan* , The Max Roach Trio Featuring The Legendary Hasaan,Atlantic ,65,4.54,13.0,106.0,133.0,VG+,M,0.982,8,6
Columbia – CL 1084,US,Jazz,1957,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,99.95,The J.J. Johnson Quintet , Dial J.J. 5,Columbia ,57,3.33,3.0,20.0,5.0,VG+,VG+,1.0,6,6
Prestige – PRLP 7159,US,Jazz,1959,Hard Bop,0,0,0,0,0,1,0,0,1,99.99,Thelonious Monk , Monk's Moods,Prestige ,59,4.46,28.0,233.0,143.0,NM or M-,NM or M-,0.998,7,7
Impulse! – AS-11,US,Jazz,1963,"Hard Bop, Big Band",0,0,0,0,0,0,0,0,0,97.75,Quincy Jones And His Orchestra , The Quintessence,Impulse! ,63,4.17,23.0,249.0,145.0,NM or M-,NM or M-,0.966,7,7
Atlantic – 1361,US,Jazz,1962,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,99.99,John Coltrane , My Favorite Things,Atlantic ,62,4.83,6.0,68.0,318.0,VG+,VG+,0.997,6,6
"Verve Records – MG V-8249, Verve Records – V-8249",US,Jazz,1961,"Bop, Hard Bop",0,0,0,1,1,0,1,1,1,95.59,Gerry Mulligan Meets Stan Getz , Gerry Mulligan Meets Stan Getz,Verve Records ,61,4.16,25.0,288.0,79.0,VG,VG+,1.0,6,5
Blue Note – BLP 4076,US,Jazz,Aug 1961,Hard Bop,1,0,0,1,0,1,0,0,1,99.0,The Horace Silver Quintet , Doin' The Thing - At The Village Gate,Blue Note ,61,4.28,53.0,598.0,245.0,VG+,VG+,1.0,6,6
Blue Note – BST 84208,US,Jazz,1966,"Hard Bop, Post Bop",0,1,0,0,0,0,0,0,1,99.99,Freddie Hubbard , The Night Of The Cookers - Live At Club La Marchal - Volume 2,Blue Note ,66,3.75,4.0,52.0,41.0,NM or M-,M,0.998,8,7
"Prestige – PR 7207, Prestige – PRLP 7207",US,Jazz,1961,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,95.0,Sonny Rollins , Sonny Boy,Prestige ,61,4.27,22.0,134.0,122.0,G+,VG+,1.0,6,4
Contemporary Records – C3505,US,Jazz,1955,"Bop, Hard Bop, Swing",0,0,0,0,0,0,0,0,0,95.0,Hampton Hawes Trio , Hampton Hawes Vol. 1: The Trio,Contemporary Records ,55,4.35,23.0,253.0,88.0,G+,VG,1.0,5,4
Riverside Records – RLP 12-269,US,Jazz,1958,Hard Bop,0,0,0,0,0,0,0,0,0,99.99,Julian Adderley Quintet* , Portrait Of Cannonball,Riverside Records ,58,4.0,9.0,196.0,136.0,VG,NM or M-,0.995,7,5
Columbia – CL 1268,US,Jazz,Nov 1959,Hard Bop,0,0,0,0,0,0,0,1,1,98.0,Miles Davis , Jazz Track,Columbia ,59,4.67,9.0,80.0,83.0,VG+,VG+,0.997,6,6
"Vee Jay Records – LP 3015, Vee Jay Records – LP-3015, Vee Jay Records – VJLP 3015",US,Jazz,1961,Hard Bop,0,0,0,0,0,0,0,0,0,99.99,Lee Morgan , Expoobident,Vee Jay Records ,61,3.92,13.0,125.0,177.0,NM or M-,VG,1.0,5,7
Prestige – PRLP 7129,US,Jazz,1964,Hard Bop,0,0,0,0,0,0,0,0,0,99.8,The Miles Davis Quintet , Relaxin' With The Miles Davis Quintet,Prestige ,64,4.62,13.0,121.0,222.0,VG+,VG+,0.996,6,6
Prestige – PRLP 7076,US,Jazz,1957,Hard Bop,1,0,0,0,0,0,0,0,1,99.99,Miles Davis All Stars , Walkin',Prestige ,57,4.5,30.0,311.0,340.0,VG+,VG,0.998,5,6
"Blue Note – BLP 4157, Blue Note – 4157",US,Jazz,Jul 1964,Hard Bop,1,0,0,0,0,0,0,0,1,99.99,Lee Morgan , The Sidewinder,Blue Note ,64,4.62,140.0,1163.0,1104.0,VG,G,1.0,3,5
Columbia – CS 8612,US,Jazz,1962,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,99.99,Miles Davis , Miles Davis At Carnegie Hall,Columbia ,62,4.43,14.0,169.0,57.0,VG+,VG+,0.9890000000000001,6,6
Charlie Parker Records – PLP-405,US,Jazz,01 Jan 1963,"Bop, Hard Bop",0,0,0,0,0,0,0,0,0,99.0,Lester Young , Pres Is Blue,Charlie Parker Records ,63,4.0,6.0,176.0,23.0,NM or M-,NM or M-,0.878,7,7
"Prestige – PRLP 7157, Prestige – 7157",US,"Jazz, Blues",1959,Hard Bop,1,1,0,0,0,0,0,0,1,99.99,Red Garland , Red In Bluesville,Prestige ,59,4.67,12.0,153.0,138.0,G+,G+,1.0,4,4
Atlantic – 1416,US,"Jazz, Blues",1964,Hard Bop,1,0,0,0,0,0,0,0,1,99.99,Charlie Mingus* , Tonight At Noon,Atlantic ,64,4.59,17.0,187.0,136.0,VG+,NM or M-,1.0,7,6
Prestige – PR 7162,US,Jazz,1959,"Hard Bop, Soul-Jazz",0,0,0,0,0,0,0,0,0,98.84,Willis Jackson Quintet , Please Mr. Jackson,Prestige ,59,4.33,9.0,114.0,84.0,VG+,NM or M-,0.9940000000000001,7,6
"Impulse! – AS 10, ABC Records – AS 10",Canada,Jazz,1968,"Modal, Hard Bop, Avant-garde Jazz",0,0,0,0,0,0,0,0,0,99.99,Coltrane* ," ""Live"" At The Village Vanguard",Impulse! ,68,0.0,0.0,8.0,80.0,VG+,NM or M-,0.998,7,6
Riverside Records – RLP 12-297,US,Jazz,1959,Hard Bop,0,0,0,0,0,0,0,0,0,99.0,Kenny Dorham Septet Featuring Cannonball Adderley , Blue Spring,Riverside Records ,59,4.42,12.0,81.0,134.0,G+,VG,1.0,5,4
Contemporary Records – SR-3025,Japan,Jazz,1969,Hard Bop,0,0,0,0,0,0,0,0,0,99.0,Sonny Rollins , Way Out West,Contemporary Records ,69,4.5,2.0,27.0,97.0,NM or M-,NM or M-,1.0,7,7
"Prestige – 7109, Prestige – LP 7109",US,Jazz,1957,Hard Bop,0,1,0,0,0,0,0,0,1,99.99,Miles Davis , Bags Groove,Prestige ,57,4.55,11.0,134.0,168.0,VG+,VG+,1.0,6,6
Audio Fidelity – AFLP 2119,Argentina,Jazz,1963,Hard Bop,0,0,0,0,0,0,0,0,0,99.99,Elmo Hope Ensemble , Sounds From Rikers Island,Audio Fidelity ,63,0.0,0.0,4.0,47.0,VG,NM or M-,0.99,7,5
Riverside Records – RLP-9342,US,Jazz,1960,Hard Bop,0,0,0,1,0,0,0,0,1,99.0,Wes Montgomery , Movin' Along,Riverside Records ,60,4.33,21.0,155.0,143.0,VG+,VG+,1.0,6,6
"Blue Note – BST 84157, Blue Note – 4157",US,Jazz,1964,Hard Bop,0,0,0,1,0,0,0,0,1,95.0,Lee Morgan , The Sidewinder,Blue Note ,64,4.7,10.0,61.0,292.0,G+,VG,0.9990000000000001,5,4
Blue Note – BST 84335,US,Jazz,1970,Hard Bop,0,0,0,0,0,0,0,0,0,99.99,Lee Morgan , The Sixth Sense,Blue Note ,70,4.09,11.0,112.0,73.0,NM or M-,NM or M-,0.99,7,7
Columbia – CS 8365,US,Jazz,1960,"Hard Bop, Bop",0,0,0,0,0,0,0,1,1,99.99,The Mose Allison Trio , I Love The Life I Live,Columbia ,60,0.0,0.0,4.0,1.0,NM or M-,NM or M-,0.995,7,7
Riverside Records – RLP 9420,US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,99.97,Johnny Griffin Quartet* , The Kerry Dancers,Riverside Records ,62,5.0,3.0,34.0,84.0,VG,NM or M-,0.997,7,5
Charlie Parker Records – PLP-806-S,US,Jazz,1962,Hard Bop,0,0,0,1,0,0,0,0,1,99.0,Cecil Payne , The Connection,Charlie Parker Records ,62,4.0,1.0,41.0,19.0,NM or M-,NM or M-,0.878,7,7
"Atlantic – SD 1382, Atlantic – 1382",US,Jazz,1962,"Hard Bop, Modal",0,0,0,0,0,0,0,0,0,99.94,John Coltrane , Coltrane Plays The Blues,Atlantic ,62,4.46,39.0,539.0,289.0,VG+,VG+,1.0,6,6
Columbia – CL 897,US,Jazz,1956,Hard Bop,1,0,0,0,0,1,0,0,1,99.99,The Jazz Messengers* , The Jazz Messengers,Columbia ,56,5.0,3.0,25.0,85.0,VG,VG,1.0,5,5
"RCA Victor – LPM/LSP-2527, RCA Victor – LPM 2527",US,Jazz,1962,Hard Bop,0,0,0,0,0,0,0,0,0,99.99,Sonny Rollins , The Bridge,RCA Victor ,62,4.45,51.0,495.0,477.0,NM or M-,VG+,0.9990000000000001,6,7
"Riverside Records – RLP 1150, Riverside Records – 1150",US,Jazz,1960,Hard Bop,1,0,0,1,0,1,0,0,1,99.99,Thelonious Monk Quintet* , 5 By Monk By 5,Riverside Records ,60,4.0,1.0,1.0,5.0,NM or M-,NM or M-,1.0,7,7
Blue Note – BST 84016,US,Jazz,Jan 1961,Hard Bop,1,1,1,1,0,1,0,0,1,99.0,Art Blakey & The Jazz Messengers , At The Jazz Corner Of The World Vol. 2,Blue Note ,61,4.42,12.0,89.0,103.0,F,VG+,1.0,6,2
"Impulse! – SMAS-90215, Impulse! – 90215",US,Jazz,1965,"Free Jazz, Hard Bop, Modal",0,0,0,1,0,0,0,0,1,98.0,John Coltrane , A Love Supreme,Impulse! ,65,4.82,39.0,228.0,1061.0,G+,G+,1.0,4,4
Atlantic – 1488,US,Jazz,1967,"Soul-Jazz, Hard Bop",0,0,0,1,1,0,1,1,1,99.99,Roy Ayers , Virgo Vibes,Atlantic ,67,4.08,13.0,113.0,229.0,NM or M-,M,1.0,8,7
"Prestige – 7123, Prestige – PRLP 7123",US,Jazz,1959,Hard Bop,0,0,0,0,0,1,0,0,1,95.0,John Coltrane With The Red Garland Trio , John Coltrane With The Red Garland Trio,Prestige ,59,5.0,3.0,32.0,130.0,G+,VG,1.0,5,4
Prestige – PRLP 7188,US,Jazz,1964,Hard Bop,1,0,0,1,0,0,0,0,1,99.99,John Coltrane , Lush Life,Prestige ,64,4.33,9.0,75.0,192.0,VG,VG,0.98,5,5
Mercury Emarcy Jazz – SR 80002,US,Jazz,1958,Hard Bop,0,0,0,0,0,0,0,0,0,99.99,"Max Roach, Max Roach Quintette* ", Jazz In 3/4 Time,Mercury Emarcy Jazz ,58,4.17,6.0,61.0,48.0,VG+,NM or M-,0.99,7,6
"Prestige – 7094, Prestige – PRLP 7094",US,Jazz,1964,Hard Bop,0,0,0,0,0,0,0,0,0,99.99,The Miles Davis Quintet , Cookin' With The Miles Davis Quintet,Prestige ,64,4.25,8.0,90.0,188.0,VG,VG+,0.99,6,5
Blue Note – BLP 4069,US,Jazz,1962,Hard Bop,1,1,1,0,0,1,0,0,1,99.99,Stanley Turrentine ," Up At ""Minton's"", Vol. 1",Blue Note ,62,4.58,19.0,97.0,193.0,VG+,VG+,0.993,6,6
Prestige – PR 7039,US,Jazz,1964,Hard Bop,0,0,0,0,0,0,0,0,0,99.99,Gene Ammons All Stars* , The Happy Blues,Prestige ,64,4.0,3.0,68.0,35.0,NM or M-,NM or M-,0.993,7,7
